Country,Year,Continent,Population,GDP per capita,Obesity among adults
Albania,2000,Europe,3089027,3860.804627,12.8
Albania,2001,Europe,3060173,4299.546493,13.3
Albania,2002,Europe,3051010,4661.402695,13.9
Albania,2003,Europe,3039616,5000.049363,14.4
Albania,2004,Europe,3026939,5427.732662,15.0
Albania,2005,Europe,3011487,5865.301904,15.6
Albania,2006,Europe,2992547,6566.572828,16.2
Albania,2007,Europe,2970017,7283.342638,16.9
Albania,2008,Europe,2947314,8228.348041,17.5
Albania,2009,Europe,2927519,8813.029461,18.1
Albania,2010,Europe,2913021,9628.721962,18.7
Albania,2011,Europe,2905195,10207.76757,19.3
Albania,2012,Europe,2900401,10526.25918,19.9
Albania,2013,Europe,2895092,10570.96373,20.5
Albania,2014,Europe,2889104,11259.26751,21.1
Albania,2015,Europe,2880703,11658.90552,21.7
Algeria,2000,Africa,31042238,8436.99096,15.0
Algeria,2001,Africa,31451513,8770.253502,15.5
Algeria,2002,Africa,31855110,9286.56088,16.1
Algeria,2003,Africa,32264159,10022.96478,16.7
Algeria,2004,Africa,32692153,10594.04572,17.3
Algeria,2005,Africa,33149720,11411.19178,17.9
Algeria,2006,Africa,33641007,11788.56019,18.6
Algeria,2007,Africa,34166976,12326.07701,19.2
Algeria,2008,Africa,34730604,12655.21847,19.9
Algeria,2009,Africa,35333882,12719.17915,20.7
Algeria,2010,Africa,35977451,13096.88473,21.4
Algeria,2011,Africa,36661438,13500.04479,22.2
Algeria,2012,Africa,37383899,13303.32752,23.1
Algeria,2013,Africa,38140135,13056.80259,23.9
Algeria,2014,Africa,38923688,13003.26686,24.8
Algeria,2015,Africa,39728020,12015.64053,25.7
Angola,2000,Africa,16395477,3271.270265,3.0
Angola,2001,Africa,16945753,3372.470708,3.1
Angola,2002,Africa,17519418,3765.608654,3.3
Angola,2003,Africa,18121477,3823.350144,3.5
Angola,2004,Africa,18758138,4208.038928,3.7
Angola,2005,Africa,19433604,4818.776561,3.9
Angola,2006,Africa,20149905,5344.22385,4.1
Angola,2007,Africa,20905360,6031.482423,4.3
Angola,2008,Africa,21695636,6584.875135,4.6
Angola,2009,Africa,22514275,6441.035242,4.8
Angola,2010,Africa,23356247,6588.835076,5.1
Angola,2011,Africa,24220660,6710.750725,5.3
Angola,2012,Africa,25107925,7412.967137,5.6
Angola,2013,Africa,26015786,7682.475646,5.9
Angola,2014,Africa,26941773,8179.297828,6.2
Angola,2015,Africa,27884380,7337.569901,6.5
Argentina,2000,South America,36870796,11605.59228,20.5
Argentina,2001,South America,37275644,11220.65623,20.9
Argentina,2002,South America,37681743,10044.61804,21.4
Argentina,2003,South America,38087866,11029.15507,21.8
Argentina,2004,South America,38491970,12218.20932,22.3
Argentina,2005,South America,38892924,13575.3709,22.8
Argentina,2006,South America,39289876,14967.625,23.2
Argentina,2007,South America,39684303,16590.24897,23.7
Argentina,2008,South America,40080159,17420.68009,24.2
Argentina,2009,South America,40482786,16330.6328,24.7
Argentina,2010,South America,40788453,18063.91434,25.3
Argentina,2011,South America,41261490,19322.22712,25.8
Argentina,2012,South America,41733271,19641.35286,26.3
Argentina,2013,South America,42202935,20131.68042,26.9
Argentina,2014,South America,42669500,19683.77151,27.4
Argentina,2015,South America,43131966,20105.19899,28.0
Armenia,2000,Asia,3069597,2655.323984,14.4
Armenia,2001,Asia,3050686,2994.248091,14.6
Armenia,2002,Asia,3033976,3461.274065,14.9
Armenia,2003,Asia,3017938,4045.110743,15.1
Armenia,2004,Asia,3000715,4616.180285,15.4
Armenia,2005,Asia,2981262,5458.089259,15.7
Armenia,2006,Asia,2958301,6418.636417,16.0
Armenia,2007,Asia,2932615,7560.868364,16.3
Armenia,2008,Asia,2907615,8308.414216,16.7
Armenia,2009,Asia,2888094,7231.220897,17.0
Armenia,2010,Asia,2877314,7507.144766,17.5
Armenia,2011,Asia,2876536,8025.458485,17.9
Armenia,2012,Asia,2884239,9364.375299,18.5
Armenia,2013,Asia,2897593,9835.802461,19.0
Armenia,2014,Asia,2912403,10036.88984,19.6
Armenia,2015,Asia,2925559,9969.664854,20.2
Australia,2000,Oceania,19153000,26343.0767,21.0
Australia,2001,Oceania,19413000,27439.82779,21.7
Australia,2002,Oceania,19651400,28768.72863,22.3
Australia,2003,Oceania,19895400,29807.40956,22.9
Australia,2004,Oceania,20127400,31407.46145,23.5
Australia,2005,Oceania,20394800,32653.40162,24.0
Australia,2006,Oceania,20697900,34369.61939,24.6
Australia,2007,Oceania,20827600,36599.85073,25.1
Australia,2008,Oceania,21249200,37499.52513,25.7
Australia,2009,Oceania,21691700,40281.79967,26.2
Australia,2010,Oceania,22031750,39336.66348,26.7
Australia,2011,Oceania,22340024,42003.15806,27.3
Australia,2012,Oceania,22733465,42836.67186,27.9
Australia,2013,Oceania,23128129,45906.44004,28.5
Australia,2014,Oceania,23475686,46880.89518,29.1
Australia,2015,Oceania,23815995,46248.61646,29.8
Austria,2000,Europe,8011566,29376.01974,15.0
Austria,2001,Europe,8042293,29702.79753,15.4
Austria,2002,Europe,8081957,31178.69333,15.8
Austria,2003,Europe,8121423,32144.24181,16.2
Austria,2004,Europe,8171966,33773.82578,16.6
Austria,2005,Europe,8227829,35013.71404,17.0
Austria,2006,Europe,8268641,37662.18517,17.5
Austria,2007,Europe,8295487,39430.60917,17.9
Austria,2008,Europe,8321496,41316.22518,18.3
Austria,2009,Europe,8343323,40918.13212,18.7
Austria,2010,Europe,8363404,42009.43853,19.2
Austria,2011,Europe,8391643,44452.73275,19.6
Austria,2012,Europe,8429991,46457.34578,20.1
Austria,2013,Europe,8479823,47922.04912,20.5
Austria,2014,Europe,8546356,48799.71547,21.0
Austria,2015,Europe,8642699,49865.90394,21.5
Bahrain,2000,Asia,664610,42133.98012,21.2
Bahrain,2001,Asia,697550,42071.24668,21.5
Bahrain,2002,Asia,735140,41899.754,21.7
Bahrain,2003,Asia,778708,42875.91163,21.9
Bahrain,2004,Asia,829846,44197.88582,22.1
Bahrain,2005,Asia,889157,45422.94184,22.5
Bahrain,2006,Asia,958423,46249.75444,22.9
Bahrain,2007,Asia,1035924,47590.92303,23.4
Bahrain,2008,Asia,1114645,47893.28238,23.9
Bahrain,2009,Asia,1185075,46487.14945,24.5
Bahrain,2010,Asia,1240864,46878.08608,25.0
Bahrain,2011,Asia,1278153,47377.49831,25.6
Bahrain,2012,Asia,1299942,50675.62102,26.2
Bahrain,2013,Asia,1315029,51494.41172,26.8
Bahrain,2014,Asia,1336073,51101.97702,27.4
Bahrain,2015,Asia,1371853,45575.78357,28.1
Bangladesh,2000,Asia,127657862,1330.03556,1.1
Bangladesh,2001,Asia,130088709,1402.348408,1.2
Bangladesh,2002,Asia,132478077,1452.12448,1.3
Bangladesh,2003,Asia,134791598,1524.346032,1.4
Bangladesh,2004,Asia,136986429,1620.885204,1.5
Bangladesh,2005,Asia,139035505,1754.727931,1.6
Bangladesh,2006,Asia,140921154,1903.738526,1.7
Bangladesh,2007,Asia,142660381,2067.677468,1.8
Bangladesh,2008,Asia,144304164,2208.616328,1.9
Bangladesh,2009,Asia,145924795,2308.982807,2.1
Bangladesh,2010,Asia,147575433,2439.337003,2.2
Bangladesh,2011,Asia,149273134,2620.83379,2.4
Bangladesh,2012,Asia,151005733,2937.628798,2.6
Bangladesh,2013,Asia,152761413,3143.585503,2.7
Bangladesh,2014,Asia,154517385,3368.056164,2.9
Bangladesh,2015,Asia,156256287,3555.50526,3.1
Belarus,2000,Europe,9979610,5801.75813,19.9
Belarus,2001,Europe,9928549,6244.747744,20.2
Belarus,2002,Europe,9865548,6704.592279,20.6
Belarus,2003,Europe,9796749,7369.845906,20.9
Belarus,2004,Europe,9730146,8491.894839,21.3
Belarus,2005,Europe,9663915,9647.121181,21.7
Belarus,2006,Europe,9604924,11006.45591,22.1
Belarus,2007,Europe,9560953,12332.50292,22.4
Belarus,2008,Europe,9527985,13898.99968,22.8
Belarus,2009,Europe,9504583,14050.57156,23.3
Belarus,2010,Europe,9483836,15361.83171,23.7
Belarus,2011,Europe,9461643,16563.20141,24.1
Belarus,2012,Europe,9446836,18105.28672,24.6
Belarus,2013,Europe,9443211,18994.19019,25.1
Belarus,2014,Europe,9448515,19008.06102,25.6
Belarus,2015,Europe,9461076,18095.66518,26.1
Belgium,2000,Europe,10251250,27784.5715,18.6
Belgium,2001,Europe,10286570,28788.06284,19.0
Belgium,2002,Europe,10332785,30282.28865,19.4
Belgium,2003,Europe,10376133,30932.85251,19.7
Belgium,2004,Europe,10421137,32063.08032,20.1
Belgium,2005,Europe,10478617,33177.89095,20.5
Belgium,2006,Europe,10547958,35259.18671,20.8
Belgium,2007,Europe,10625700,36791.20043,21.1
Belgium,2008,Europe,10709973,37883.33194,21.5
Belgium,2009,Europe,10796493,37749.50954,21.8
Belgium,2010,Europe,10895586,39840.0882,22.2
Belgium,2011,Europe,11038264,40942.37271,22.5
Belgium,2012,Europe,11106932,42290.76205,22.9
Belgium,2013,Europe,11159407,43671.11959,23.3
Belgium,2014,Europe,11209057,44929.68559,23.7
Belgium,2015,Europe,11274196,46200.90445,24.1
Benin,2000,Africa,6865946,1757.721011,4.2
Benin,2001,Africa,7076728,1836.786562,4.4
Benin,2002,Africa,7295400,1893.515263,4.6
Benin,2003,Africa,7520556,1937.578233,4.8
Benin,2004,Africa,7750003,2016.210145,5.0
Benin,2005,Africa,7982223,2053.527482,5.2
Benin,2006,Africa,8216893,2137.533893,5.4
Benin,2007,Africa,8454790,2261.251548,5.6
Benin,2008,Africa,8696915,2350.165251,5.9
Benin,2009,Africa,8944713,2353.04098,6.1
Benin,2010,Africa,9199254,2364.378796,6.4
Benin,2011,Africa,9460829,2416.327362,6.7
Benin,2012,Africa,9729254,2498.495773,7.0
Benin,2013,Africa,10004594,2669.68822,7.3
Benin,2014,Africa,10286839,2833.412753,7.6
Benin,2015,Africa,10575962,2886.829137,7.9
Bolivia,2000,South America,8418270,3433.710745,11.8
Bolivia,2001,South America,8580244,3502.793542,12.2
Bolivia,2002,South America,8742822,3578.010881,12.6
Bolivia,2003,South America,8905820,3678.963876,13.0
Bolivia,2004,South America,9069044,3864.549149,13.4
Bolivia,2005,South America,9232301,4088.364241,13.8
Bolivia,2006,South America,9395449,4339.990861,14.2
Bolivia,2007,South America,9558438,4581.253662,14.6
Bolivia,2008,South America,9721457,4873.089266,15.0
Bolivia,2009,South America,9884790,4985.203837,15.5
Bolivia,2010,South America,10048597,5167.676741,15.9
Bolivia,2011,South America,10212951,5460.257058,16.3
Bolivia,2012,South America,10377677,5921.648907,16.8
Bolivia,2013,South America,10542375,6624.805923,17.3
Bolivia,2014,South America,10706517,7056.828365,17.7
Bolivia,2015,South America,10869732,7133.873145,18.2
Botswana,2000,Africa,1643333,8452.352765,10.9
Botswana,2001,Africa,1674674,8502.284578,11.2
Botswana,2002,Africa,1704637,8997.897967,11.6
Botswana,2003,Africa,1734387,9435.260581,11.9
Botswana,2004,Africa,1765533,9775.154595,12.2
Botswana,2005,Africa,1799077,10344.53343,12.5
Botswana,2006,Africa,1835911,11323.78141,12.8
Botswana,2007,Africa,1875458,12326.85119,13.1
Botswana,2008,Africa,1915636,13067.94811,13.4
Botswana,2009,Africa,1953495,11909.92073,13.7
Botswana,2010,Africa,1987106,12863.90135,14.1
Botswana,2011,Africa,2015406,13729.85927,14.4
Botswana,2012,Africa,2039551,13091.98012,14.7
Botswana,2013,Africa,2062551,14168.08218,15.0
Botswana,2014,Africa,2088619,15702.87275,15.4
Botswana,2015,Africa,2120716,14639.55843,15.8
Brazil,2000,South America,174790339,9050.494048,13.5
Brazil,2001,South America,177196051,9255.634759,14.0
Brazil,2002,South America,179537523,9560.575067,14.5
Brazil,2003,South America,181809244,9737.27738,15.0
Brazil,2004,South America,184006479,10448.31334,15.5
Brazil,2005,South America,186127108,10994.30767,16.0
Brazil,2006,South America,188167353,11654.82481,16.6
Brazil,2007,South America,190130445,12565.2614,17.1
Brazil,2008,South America,192030362,13325.47284,17.7
Brazil,2009,South America,193886505,13265.78507,18.2
Brazil,2010,South America,195713637,14301.12268,18.8
Brazil,2011,South America,197514541,15040.06109,19.4
Brazil,2012,South America,199287292,15046.29018,19.9
Brazil,2013,South America,201035904,15588.72613,20.5
Brazil,2014,South America,202763744,15718.56495,21.1
Brazil,2015,South America,204471759,14744.11363,21.7
Brunei Darussalam,2000,Asia,333166,66363.6504,6.4
Brunei Darussalam,2001,Asia,340037,68312.04123,6.8
Brunei Darussalam,2002,Asia,346777,70662.41315,7.3
Brunei Darussalam,2003,Asia,353295,72781.51242,7.7
Brunei Darussalam,2004,Asia,359434,73829.28067,8.2
Brunei Darussalam,2005,Asia,365112,75250.76151,8.7
Brunei Darussalam,2006,Asia,370262,79857.70173,9.1
Brunei Darussalam,2007,Asia,374967,81111.9517,9.6
Brunei Darussalam,2008,Asia,379418,80113.13536,10.1
Brunei Darussalam,2009,Asia,383902,78278.83177,10.7
Brunei Darussalam,2010,Asia,388634,80288.8249,11.2
Brunei Darussalam,2011,Asia,393687,83935.22572,11.7
Brunei Darussalam,2012,Asia,398997,88245.95835,12.3
Brunei Darussalam,2013,Asia,404414,83788.51089,12.9
Brunei Darussalam,2014,Asia,409778,81371.23087,13.5
Brunei Darussalam,2015,Asia,414914,62540.62522,14.1
Bulgaria,2000,Europe,8170172,6421.959135,20.0
Bulgaria,2001,Europe,8009142,6958.978417,20.3
Bulgaria,2002,Europe,7837161,7786.448422,20.7
Bulgaria,2003,Europe,7775327,8416.983667,21.1
Bulgaria,2004,Europe,7716860,9201.504128,21.5
Bulgaria,2005,Europe,7658972,10291.43777,22.0
Bulgaria,2006,Europe,7601022,11408.11806,22.4
Bulgaria,2007,Europe,7545338,12811.35877,22.9
Bulgaria,2008,Europe,7492561,14335.7146,23.3
Bulgaria,2009,Europe,7444443,14181.15468,23.8
Bulgaria,2010,Europe,7395599,14956.48718,24.3
Bulgaria,2011,Europe,7348328,15747.08538,24.8
Bulgaria,2012,Europe,7305888,16327.87261,25.3
Bulgaria,2013,Europe,7265115,16647.0064,25.8
Bulgaria,2014,Europe,7223938,17616.91318,26.4
Bulgaria,2015,Europe,7177991,18391.92747,26.9
Cambodia,2000,Asia,12155241,1074.188351,1.3
Cambodia,2001,Asia,12405411,1163.935071,1.4
Cambodia,2002,Asia,12637719,1236.684802,1.4
Cambodia,2003,Asia,12856171,1345.108021,1.5
Cambodia,2004,Asia,13066475,1499.511931,1.6
Cambodia,2005,Asia,13273355,1724.152771,1.7
Cambodia,2006,Asia,13477705,1938.942114,1.8
Cambodia,2007,Asia,13679953,2162.262704,1.9
Cambodia,2008,Asia,13883835,2316.671001,2.1
Cambodia,2009,Asia,14093605,2298.808614,2.2
Cambodia,2010,Asia,14312205,2427.510581,2.4
Cambodia,2011,Asia,14541421,2611.306349,2.5
Cambodia,2012,Asia,14780454,2868.737515,2.7
Cambodia,2013,Asia,15026330,3045.590961,2.9
Cambodia,2014,Asia,15274506,3185.336272,3.1
Cambodia,2015,Asia,15521435,3388.737638,3.3
Cameroon,2000,Africa,15513944,2026.520495,4.9
Cameroon,2001,Africa,15928910,2105.466499,5.1
Cameroon,2002,Africa,16357605,2175.463967,5.3
Cameroon,2003,Africa,16800869,2277.651041,5.6
Cameroon,2004,Africa,17259322,2437.147211,5.8
Cameroon,2005,Africa,17733408,2500.885699,6.1
Cameroon,2006,Africa,18223677,2604.266466,6.3
Cameroon,2007,Africa,18730283,2714.922192,6.6
Cameroon,2008,Africa,19252674,2768.571649,6.9
Cameroon,2009,Africa,19789922,2780.590387,7.2
Cameroon,2010,Africa,20341236,2817.106207,7.5
Cameroon,2011,Africa,20906392,2892.448394,7.8
Cameroon,2012,Africa,21485267,2958.692624,8.1
Cameroon,2013,Africa,22077300,3129.858638,8.4
Cameroon,2014,Africa,22681853,3312.540064,8.8
Cameroon,2015,Africa,23298376,3395.628961,9.2
Canada,2000,North America,30685730,29362.08416,21.5
Canada,2001,North America,31020902,30230.80297,22.1
Canada,2002,North America,31360079,30963.053,22.8
Canada,2003,North America,31644028,32349.94366,23.4
Canada,2004,North America,31940655,33925.70673,24.0
Canada,2005,North America,32243753,36327.22865,24.6
Canada,2006,North America,32571174,38119.4132,25.2
Canada,2007,North America,32889025,39575.30975,25.8
Canada,2008,North America,33247118,40376.30688,26.4
Canada,2009,North America,33628895,38865.41346,27.0
Canada,2010,North America,34004889,40099.44824,27.6
Canada,2011,North America,34339328,41666.70763,28.2
Canada,2012,North America,34714222,42290.96541,28.8
Canada,2013,North America,35082954,44298.57873,29.4
Canada,2014,North America,35437435,45753.75055,30.1
Canada,2015,North America,35702908,44670.08054,30.7
Chile,2000,South America,15342350,9585.722434,20.3
Chile,2001,South America,15516112,10037.66594,20.8
Chile,2002,South America,15684413,10402.53252,21.4
Chile,2003,South America,15849649,10963.79063,21.9
Chile,2004,South America,16014972,11794.6294,22.4
Chile,2005,South America,16182713,12679.22581,22.9
Chile,2006,South America,16354507,15657.47765,23.4
Chile,2007,South America,16530201,16840.32704,23.9
Chile,2008,South America,16708255,16504.09786,24.4
Chile,2009,South America,16886184,16068.03767,25.0
Chile,2010,South America,17062531,18042.79037,25.5
Chile,2011,South America,17233584,20259.72939,26.0
Chile,2012,South America,17400359,21512.00442,26.6
Chile,2013,South America,17571511,22346.99046,27.1
Chile,2014,South America,17758969,22687.25157,27.7
Chile,2015,South America,17969356,22566.17765,28.3
China,2000,Asia,1262645000,2917.24253,2.3
China,2001,Asia,1271850000,3208.229957,2.5
China,2002,Asia,1280400000,3532.081651,2.6
China,2003,Asia,1288400000,3938.730274,2.8
China,2004,Asia,1296075000,4427.131003,3.0
China,2005,Asia,1303720000,5056.404724,3.2
China,2006,Asia,1311020000,5842.778636,3.5
China,2007,Asia,1317885000,6818.923409,3.7
China,2008,Asia,1324655000,7581.453513,3.9
China,2009,Asia,1331260000,8305.760185,4.2
China,2010,Asia,1337705000,9254.779603,4.5
China,2011,Asia,1345035000,10292.94048,4.8
China,2012,Asia,1354190000,11168.6973,5.1
China,2013,Asia,1363240000,11872.49738,5.5
China,2014,Asia,1371860000,12480.33853,5.8
China,2015,Asia,1379860000,12897.50229,6.2
Colombia,2000,South America,39629965,6682.772332,14.0
Colombia,2001,South America,40255956,6839.945273,14.5
Colombia,2002,South America,40875363,7012.587473,14.9
Colombia,2003,South America,41483872,7322.178185,15.4
Colombia,2004,South America,42075953,7808.267187,15.9
Colombia,2005,South America,42647731,8328.80498,16.3
Colombia,2006,South America,43200901,9045.171873,16.8
Colombia,2007,South America,43737512,9793.919597,17.3
Colombia,2008,South America,44254972,10188.96021,17.8
Colombia,2009,South America,44750054,10256.39082,18.3
Colombia,2010,South America,45222699,10732.82234,18.8
Colombia,2011,South America,45662747,11604.10228,19.4
Colombia,2012,South America,46075721,12018.65128,19.9
Colombia,2013,South America,46495492,12727.76493,20.5
Colombia,2014,South America,46967706,13307.4245,21.0
Colombia,2015,South America,47520667,13265.79726,21.6
Congo Dem. Rep.,2000,Africa,45919615,481.2181471,2.6
Congo Dem. Rep.,2001,Africa,47105830,446.5741979,2.7
Congo Dem. Rep.,2002,Africa,48428534,434.8352523,2.9
Congo Dem. Rep.,2003,Africa,49871670,441.4743664,3.0
Congo Dem. Rep.,2004,Africa,51425583,460.935999,3.1
Congo Dem. Rep.,2005,Africa,53068869,489.5590753,3.3
Congo Dem. Rep.,2006,Africa,54785894,519.0927589,3.5
Congo Dem. Rep.,2007,Africa,56578046,545.7309695,3.6
Congo Dem. Rep.,2008,Africa,58453687,576.4523841,3.8
Congo Dem. Rep.,2009,Africa,60411195,603.8637028,4.0
Congo Dem. Rep.,2010,Africa,62448572,604.6920617,4.2
Congo Dem. Rep.,2011,Africa,64563853,633.9826243,4.4
Congo Dem. Rep.,2012,Africa,66755151,668.940881,4.6
Congo Dem. Rep.,2013,Africa,69020749,669.5674426,4.8
Congo Dem. Rep.,2014,Africa,71358804,753.4851681,5.1
Congo Dem. Rep.,2015,Africa,73767445,849.7608186,5.3
Congo Rep.,2000,Africa,3038432,3457.080242,4.3
Congo Rep.,2001,Africa,3127420,3695.025444,4.5
Congo Rep.,2002,Africa,3217930,3811.633593,4.7
Congo Rep.,2003,Africa,3310376,3935.348782,4.9
Congo Rep.,2004,Africa,3406915,3931.014813,5.1
Congo Rep.,2005,Africa,3510468,4053.663991,5.3
Congo Rep.,2006,Africa,3622775,4365.373792,5.5
Congo Rep.,2007,Africa,3745143,4700.680548,5.8
Congo Rep.,2008,Africa,3876123,4356.066676,6.0
Congo Rep.,2009,Africa,4011487,4560.333453,6.3
Congo Rep.,2010,Africa,4145400,4958.14901,6.5
Congo Rep.,2011,Africa,4273738,5350.416019,6.8
Congo Rep.,2012,Africa,4394842,5428.241535,7.1
Congo Rep.,2013,Africa,4510197,6335.785752,7.4
Congo Rep.,2014,Africa,4622757,6069.000985,7.7
Congo Rep.,2015,Africa,4736965,5931.133916,8.0
Costa Rica,2000,North America,3962369,7829.5341,13.8
Costa Rica,2001,North America,4034074,8138.158223,14.4
Costa Rica,2002,North America,4100922,8408.069811,15.0
Costa Rica,2003,North America,4164053,8808.564845,15.7
Costa Rica,2004,North America,4225156,9308.634503,16.4
Costa Rica,2005,North America,4285504,9841.74831,17.1
Costa Rica,2006,North America,4345421,10738.608,17.8
Costa Rica,2007,North America,4404626,11774.43106,18.5
Costa Rica,2008,North America,4463123,12404.11324,19.2
Costa Rica,2009,North America,4520739,12216.86731,20.0
Costa Rica,2010,North America,4577371,12865.25967,20.8
Costa Rica,2011,North America,4633086,13545.93177,21.6
Costa Rica,2012,North America,4688003,14321.51837,22.4
Costa Rica,2013,North America,4742111,15005.91936,23.2
Costa Rica,2014,North America,4795390,16067.33077,24.0
Costa Rica,2015,North America,4847805,17090.79658,24.8
Cote d'Ivoire,2000,Africa,16454660,3270.109033,4.3
Cote d'Ivoire,2001,Africa,16853027,3194.420665,4.5
Cote d'Ivoire,2002,Africa,17231539,3086.305645,4.8
Cote d'Ivoire,2003,Africa,17599613,2935.774124,5.0
Cote d'Ivoire,2004,Africa,17970493,3046.4005,5.3
Cote d'Ivoire,2005,Africa,18354513,3106.834523,5.5
Cote d'Ivoire,2006,Africa,18754914,3222.573016,5.8
Cote d'Ivoire,2007,Africa,19171250,3273.45095,6.1
Cote d'Ivoire,2008,Africa,19605568,3418.352857,6.4
Cote d'Ivoire,2009,Africa,20059147,3483.632116,6.7
Cote d'Ivoire,2010,Africa,20532944,3680.004276,7.0
Cote d'Ivoire,2011,Africa,21028652,3470.929834,7.3
Cote d'Ivoire,2012,Africa,21547188,3558.631068,7.6
Cote d'Ivoire,2013,Africa,22087506,3867.323876,8.0
Cote d'Ivoire,2014,Africa,22647672,4319.578655,8.3
Cote d'Ivoire,2015,Africa,23226148,4652.889619,8.7
Croatia,2000,Europe,4468302,10683.60352,19.2
Croatia,2001,Europe,4299642,11655.64408,19.6
Croatia,2002,Europe,4302174,12769.77529,20.0
Croatia,2003,Europe,4303399,13682.12212,20.4
Croatia,2004,Europe,4304600,14675.26145,20.9
Croatia,2005,Europe,4310145,15436.64441,21.3
Croatia,2006,Europe,4311159,17595.75721,21.8
Croatia,2007,Europe,4310217,19493.23508,22.3
Croatia,2008,Europe,4309705,20921.54056,22.8
Croatia,2009,Europe,4305181,20149.50957,23.3
Croatia,2010,Europe,4295427,19967.21373,23.8
Croatia,2011,Europe,4280622,21014.7388,24.4
Croatia,2012,Europe,4267558,21397.48678,24.9
Croatia,2013,Europe,4255689,22081.09779,25.4
Croatia,2014,Europe,4238389,22325.07659,26.0
Croatia,2015,Europe,4203604,23301.27286,26.5
Cyprus,2000,Europe,943288,21288.50977,16.5
Cyprus,2001,Europe,960274,22861.88477,16.9
Cyprus,2002,Europe,976968,23556.4082,17.2
Cyprus,2003,Europe,993562,24279.67773,17.6
Cyprus,2004,Europe,1010410,25944.85352,18.0
Cyprus,2005,Europe,1027657,27763.1543,18.3
Cyprus,2006,Europe,1045508,30015.41406,18.7
Cyprus,2007,Europe,1063708,32881.54688,19.0
Cyprus,2008,Europe,1081568,34830.23438,19.4
Cyprus,2009,Europe,1098089,33884.87891,19.8
Cyprus,2010,Europe,1112617,33423.5,20.1
Cyprus,2011,Europe,1124837,33313.57813,20.5
Cyprus,2012,Europe,1135046,31834.51758,20.9
Cyprus,2013,Europe,1143866,30375.0918,21.3
Cyprus,2014,Europe,1152297,30080.23047,21.7
Cyprus,2015,Europe,1160987,31815.27344,22.2
Czechia,2000,Europe,10255063,16235.48063,22.1
Czechia,2001,Europe,10216605,17621.05413,22.5
Czechia,2002,Europe,10196916,18252.57277,22.8
Czechia,2003,Europe,10193998,19538.0704,23.2
Czechia,2004,Europe,10197101,20932.07842,23.6
Czechia,2005,Europe,10211216,22095.38785,23.9
Czechia,2006,Europe,10238905,23923.70388,24.3
Czechia,2007,Europe,10298828,26282.37549,24.7
Czechia,2008,Europe,10384603,27974.48713,25.0
Czechia,2009,Europe,10443936,27761.50915,25.4
Czechia,2010,Europe,10474410,27881.968,25.8
Czechia,2011,Europe,10496088,29001.36804,26.2
Czechia,2012,Europe,10510785,29254.73127,26.6
Czechia,2013,Europe,10514272,30818.10816,27.1
Czechia,2014,Europe,10525347,32502.47535,27.6
Czechia,2015,Europe,10546059,33899.28657,28.0
Denmark,2000,Europe,5339616,28658.12496,15.1
Denmark,2001,Europe,5358783,29437.31034,15.5
Denmark,2002,Europe,5375931,30640.34562,15.9
Denmark,2003,Europe,5390574,30820.38922,16.3
Denmark,2004,Europe,5404523,32938.6921,16.8
Denmark,2005,Europe,5419432,34150.15946,17.2
Denmark,2006,Europe,5437272,37334.39016,17.5
Denmark,2007,Europe,5461438,39006.20232,17.9
Denmark,2008,Europe,5493621,41278.32683,18.3
Denmark,2009,Europe,5523095,40331.40688,18.7
Denmark,2010,Europe,5547683,43003.05459,19.0
Denmark,2011,Europe,5570572,44403.38484,19.4
Denmark,2012,Europe,5591572,44803.96824,19.8
Denmark,2013,Europe,5614932,46726.85414,20.1
Denmark,2014,Europe,5643475,47901.44736,20.5
Denmark,2015,Europe,5683483,49045.33919,20.9
Ecuador,2000,South America,12681123,5832.268524,12.0
Ecuador,2001,South America,12914660,6090.973482,12.4
Ecuador,2002,South America,13143465,6327.228325,12.9
Ecuador,2003,South America,13369678,6515.644136,13.3
Ecuador,2004,South America,13596390,7119.191726,13.7
Ecuador,2005,South America,13825839,7602.647804,14.1
Ecuador,2006,South America,14059379,8046.431679,14.6
Ecuador,2007,South America,14296554,8304.77549,15.0
Ecuador,2008,South America,14535740,8853.996342,15.4
Ecuador,2009,South America,14774412,8816.461721,15.9
Ecuador,2010,South America,15011114,9091.306548,16.3
Ecuador,2011,South America,15243885,9857.520523,16.8
Ecuador,2012,South America,15474099,10311.4046,17.3
Ecuador,2013,South America,15707473,11153.68521,17.8
Ecuador,2014,South America,15951832,11713.17591,18.3
Ecuador,2015,South America,16212022,11060.28627,18.8
Egypt,2000,Africa,67515591,5424.118729,20.9
Egypt,2001,Africa,68831561,5787.54213,21.4
Egypt,2002,Africa,70152662,6011.761323,21.9
Egypt,2003,Africa,71485044,6134.872156,22.4
Egypt,2004,Africa,72826102,6336.851671,22.9
Egypt,2005,Africa,74172073,6650.316968,23.4
Egypt,2006,Africa,75523576,7037.341176,24.0
Egypt,2007,Africa,76873670,7614.842917,24.6
Egypt,2008,Africa,78232124,8229.523278,25.2
Egypt,2009,Africa,79636081,8829.135251,25.8
Egypt,2010,Africa,81134789,9129.202625,26.5
Egypt,2011,Africa,82761244,9523.553039,27.2
Egypt,2012,Africa,84529251,9686.046264,27.9
Egypt,2013,Africa,86422240,11092.74326,28.7
Egypt,2014,Africa,88404652,11221.38039,29.5
Egypt,2015,Africa,90424668,10895.94317,30.2
